"GEOID","race","agecat","sex","acs.pop"
"25025010600","total","Age10-14","Male",0
"25025010600","total","Age15-19","Female",92
"25025010600","total","Age15-19","Male",49
"25025010600","total","Age20-24","Female",373
"25025010600","total","Age20-24","Male",256
"25025010600","total","Age25-29","Female",1150
"25025010600","total","Age25-29","Male",807
"25025010600","total","Age30-34","Female",1895
"25025010600","total","Age30-34","Male",846
"25025010600","total","Age35-44","Female",1205
"25025010600","total","Age35-44","Male",1213
"25025010600","total","Age45-54","Female",594
"25025010600","total","Age45-54","Male",605
"25025010600","total","Age5-9","Female",180
"25025010600","total","Age5-9","Male",133
"25025010600","total","Age55-64","Female",1416
"25025010600","total","Age55-64","Male",898
"25025010600","total","Age65-74","Female",1467
"25025010600","total","Age65-74","Male",1023
"25025010600","total","Age75-84","Female",293
"25025010600","total","Age75-84","Male",454
"25025010600","total","Age85+","Female",270
"25025010600","total","Age85+","Male",42
"25025010701","total","Age0-4","Female",109
"25025010701","total","Age0-4","Male",101
"25025010701","total","Age10-14","Female",72
"25025010701","total","Age10-14","Male",205
"25025010701","total","Age15-19","Female",592
"25025010701","total","Age15-19","Male",746
"25025010701","total","Age20-24","Female",792
"25025010701","total","Age20-24","Male",938
"25025010701","total","Age25-29","Female",1581
"25025010701","total","Age25-29","Male",1068
"25025010701","total","Age30-34","Female",1367
"25025010701","total","Age30-34","Male",788
"25025010701","total","Age35-44","Female",454
"25025010701","total","Age35-44","Male",959
"25025010701","total","Age45-54","Female",478
"25025010701","total","Age45-54","Male",585
"25025010701","total","Age5-9","Female",29
"25025010701","total","Age5-9","Male",113
"25025010701","total","Age55-64","Female",673
"25025010701","total","Age55-64","Male",531
"25025010701","total","Age65-74","Female",359
"25025010701","total","Age65-74","Male",186
"25025010701","total","Age75-84","Female",149
"25025010701","total","Age75-84","Male",247
"25025010701","total","Age85+","Female",63
"25025010701","total","Age85+","Male",90
"25025010702","total","Age0-4","Female",192
"25025010702","total","Age0-4","Male",184
"25025010702","total","Age10-14","Female",95
"25025010702","total","Age10-14","Male",70
"25025010702","total","Age15-19","Female",444
"25025010702","total","Age15-19","Male",196
"25025010702","total","Age20-24","Female",217
"25025010702","total","Age20-24","Male",527
"25025010702","total","Age25-29","Female",1439
"25025010702","total","Age25-29","Male",770
"25025010702","total","Age30-34","Female",1016
"25025010702","total","Age30-34","Male",863
"25025010702","total","Age35-44","Female",761
"25025010702","total","Age35-44","Male",639
"25025010702","total","Age45-54","Female",752
"25025010702","total","Age45-54","Male",733
"25025010702","total","Age5-9","Female",52
"25025010702","total","Age5-9","Male",122
"25025010702","total","Age55-64","Female",943
"25025010702","total","Age55-64","Male",741
"25025010702","total","Age65-74","Female",800
"25025010702","total","Age65-74","Male",595
"25025010702","total","Age75-84","Female",211
"25025010702","total","Age75-84","Male",300
"25025010702","total","Age85+","Female",0
"25025010702","total","Age85+","Male",46
"25025010801","total","Age0-4","Female",75
"25025010801","total","Age0-4","Male",258
"25025010801","total","Age10-14","Female",240
"25025010801","total","Age10-14","Male",385
"25025010801","total","Age15-19","Female",686
"25025010801","total","Age15-19","Male",459
"25025010801","total","Age20-24","Female",739
"25025010801","total","Age20-24","Male",462
"25025010801","total","Age25-29","Female",1457
"25025010801","total","Age25-29","Male",1079
"25025010801","total","Age30-34","Female",690
"25025010801","total","Age30-34","Male",903
"25025010801","total","Age35-44","Female",820
"25025010801","total","Age35-44","Male",811
"25025010801","total","Age45-54","Female",707
"25025010801","total","Age45-54","Male",584
"25025010801","total","Age5-9","Female",199
"25025010801","total","Age5-9","Male",54
"25025010801","total","Age55-64","Female",1271
"25025010801","total","Age55-64","Male",919
"25025010801","total","Age65-74","Female",1076
"25025010801","total","Age65-74","Male",608
"25025010801","total","Age75-84","Female",379
"25025010801","total","Age75-84","Male",410
"25025010801","total","Age85+","Female",183
"25025010801","total","Age85+","Male",47
"25025010802","total","Age0-4","Female",139
"25025010802","total","Age0-4","Male",224
"25025010802","total","Age10-14","Female",89
"25025010802","total","Age10-14","Male",21
"25025010802","total","Age15-19","Female",155
"25025010802","total","Age15-19","Male",483
"25025010802","total","Age20-24","Female",476
"25025010802","total","Age20-24","Male",701
"25025010802","total","Age25-29","Female",1649
"25025010802","total","Age25-29","Male",1027
"25025010802","total","Age30-34","Female",1434
"25025010802","total","Age30-34","Male",1118
"25025010802","total","Age35-44","Female",969
"25025010802","total","Age35-44","Male",1167
"25025010802","total","Age45-54","Female",965
"25025010802","total","Age45-54","Male",937
"25025010802","total","Age5-9","Female",99
"25025010802","total","Age5-9","Male",154
"25025010802","total","Age55-64","Female",876
"25025010802","total","Age55-64","Male",970
"25025010802","total","Age65-74","Female",444
"25025010802","total","Age65-74","Male",487
"25025010802","total","Age75-84","Female",440
"25025010802","total","Age75-84","Male",272
"25025010802","total","Age85+","Female",132
"25025010802","total","Age85+","Male",88
"25025020101","total","Age0-4","Female",286
"25025020101","total","Age0-4","Male",1299
"25025020101","total","Age10-14","Female",457
"25025020101","total","Age10-14","Male",247
"25025020101","total","Age15-19","Female",71
"25025020101","total","Age15-19","Male",62
"25025020101","total","Age20-24","Female",436
"25025020101","total","Age20-24","Male",387
"25025020101","total","Age25-29","Female",2345
"25025020101","total","Age25-29","Male",1779
"25025020101","total","Age30-34","Female",1527
"25025020101","total","Age30-34","Male",2295
"25025020101","total","Age35-44","Female",1775
"25025020101","total","Age35-44","Male",1303
"25025020101","total","Age45-54","Female",1346
"25025020101","total","Age45-54","Male",984
"25025020101","total","Age5-9","Female",529
"25025020101","total","Age5-9","Male",124
"25025020101","total","Age55-64","Female",1309
"25025020101","total","Age55-64","Male",1125
"25025020101","total","Age65-74","Female",1224
"25025020101","total","Age65-74","Male",1227
"25025020101","total","Age75-84","Female",701
"25025020101","total","Age75-84","Male",381
"25025020101","total","Age85+","Female",251
"25025020101","total","Age85+","Male",0
"25025020200","total","Age0-4","Female",192
"25025020200","total","Age0-4","Male",359
"25025020200","total","Age10-14","Female",53
"25025020200","total","Age10-14","Male",19
"25025020200","total","Age15-19","Female",274
"25025020200","total","Age15-19","Male",119
"25025020200","total","Age20-24","Female",1648
"25025020200","total","Age20-24","Male",652
"25025020200","total","Age25-29","Female",2523
"25025020200","total","Age25-29","Male",3732
"25025020200","total","Age30-34","Female",1819
"25025020200","total","Age30-34","Male",1184
"25025020200","total","Age35-44","Female",1267
"25025020200","total","Age35-44","Male",967
"25025020200","total","Age45-54","Female",451
"25025020200","total","Age45-54","Male",524
"25025020200","total","Age5-9","Female",133
"25025020200","total","Age5-9","Male",0
"25025020200","total","Age55-64","Female",550
"25025020200","total","Age55-64","Male",780
"25025020200","total","Age65-74","Female",465
"25025020200","total","Age65-74","Male",351
"25025020200","total","Age75-84","Female",192
"25025020200","total","Age75-84","Male",320
"25025020200","total","Age85+","Female",150
"25025020200","total","Age85+","Male",14
"25025020301","total","Age0-4","Female",201
"25025020301","total","Age0-4","Male",170
"25025020301","total","Age10-14","Female",45
"25025020301","total","Age10-14","Male",17
"25025020301","total","Age15-19","Female",408
"25025020301","total","Age15-19","Male",57
"25025020301","total","Age20-24","Female",347
"25025020301","total","Age20-24","Male",639
"25025020301","total","Age25-29","Female",1469
"25025020301","total","Age25-29","Male",985
"25025020301","total","Age30-34","Female",1143
"25025020301","total","Age30-34","Male",607
"25025020301","total","Age35-44","Female",541
"25025020301","total","Age35-44","Male",676
"25025020301","total","Age45-54","Female",352
"25025020301","total","Age45-54","Male",381
"25025020301","total","Age5-9","Female",106
"25025020301","total","Age5-9","Male",0
"25025020301","total","Age55-64","Female",656
"25025020301","total","Age55-64","Male",367
"25025020301","total","Age65-74","Female",459
"25025020301","total","Age65-74","Male",385
"25025020301","total","Age75-84","Female",435
"25025020301","total","Age75-84","Male",597
"25025020301","total","Age85+","Female",158
"25025020301","total","Age85+","Male",175
"25025020302","total","Age0-4","Female",65
"25025020302","total","Age0-4","Male",154
"25025020302","total","Age10-14","Female",0
"25025020302","total","Age10-14","Male",40
"25025020302","total","Age15-19","Female",0
"25025020302","total","Age15-19","Male",21
"25025020302","total","Age20-24","Female",485
"25025020302","total","Age20-24","Male",341
"25025020302","total","Age25-29","Female",776
"25025020302","total","Age25-29","Male",618
"25025020302","total","Age30-34","Female",463
"25025020302","total","Age30-34","Male",450
"25025020302","total","Age35-44","Female",207
"25025020302","total","Age35-44","Male",128
"25025020302","total","Age45-54","Female",180
"25025020302","total","Age45-54","Male",104
"25025020302","total","Age5-9","Female",32
"25025020302","total","Age5-9","Male",48
"25025020302","total","Age55-64","Female",311
"25025020302","total","Age55-64","Male",171
"25025020302","total","Age65-74","Female",164
"25025020302","total","Age65-74","Male",168
"25025020302","total","Age75-84","Female",167
"25025020302","total","Age75-84","Male",21
"25025020302","total","Age85+","Female",0
"25025020302","total","Age85+","Male",15
"25025020303","total","Age0-4","Female",383
"25025020303","total","Age0-4","Male",534
"25025020303","total","Age10-14","Female",406
"25025020303","total","Age10-14","Male",144
"25025020303","total","Age15-19","Female",85
"25025020303","total","Age15-19","Male",381
"25025020303","total","Age20-24","Female",303
"25025020303","total","Age20-24","Male",1082
"25025020303","total","Age25-29","Female",1666
"25025020303","total","Age25-29","Male",1686
"25025020303","total","Age30-34","Female",1226
"25025020303","total","Age30-34","Male",1369
"25025020303","total","Age35-44","Female",1138
"25025020303","total","Age35-44","Male",2622
"25025020303","total","Age45-54","Female",1105
"25025020303","total","Age45-54","Male",1529
"25025020303","total","Age5-9","Female",147
"25025020303","total","Age5-9","Male",143
"25025020303","total","Age55-64","Female",973
"25025020303","total","Age55-64","Male",928
"25025020303","total","Age65-74","Female",603
"25025020303","total","Age65-74","Male",481
"25025020303","total","Age75-84","Female",442
"25025020303","total","Age75-84","Male",287
"25025020303","total","Age85+","Female",86
"25025020303","total","Age85+","Male",145
"25025030100","total","Age0-4","Female",92
"25025030100","total","Age0-4","Male",23
"25025030100","total","Age10-14","Female",0
"25025030100","total","Age10-14","Male",380
"25025030100","total","Age15-19","Female",7
"25025030100","total","Age15-19","Male",0
"25025030100","total","Age20-24","Female",576
"25025030100","total","Age20-24","Male",691
"25025030100","total","Age25-29","Female",2113
"25025030100","total","Age25-29","Male",1779
"25025030100","total","Age30-34","Female",509
"25025030100","total","Age30-34","Male",1064
"25025030100","total","Age35-44","Female",724
"25025030100","total","Age35-44","Male",675
"25025030100","total","Age45-54","Female",127
"25025030100","total","Age45-54","Male",389
"25025030100","total","Age5-9","Female",0
"25025030100","total","Age5-9","Male",0
"25025030100","total","Age55-64","Female",432
"25025030100","total","Age55-64","Male",269
"25025030100","total","Age65-74","Female",339
"25025030100","total","Age65-74","Male",479
"25025030100","total","Age75-84","Female",167
"25025030100","total","Age75-84","Male",165
"25025030100","total","Age85+","Female",91
"25025030100","total","Age85+","Male",78
"25025030200","total","Age0-4","Female",0
"25025030200","total","Age0-4","Male",215
"25025030200","total","Age10-14","Female",164
"25025030200","total","Age10-14","Male",15
"25025030200","total","Age15-19","Female",0
"25025030200","total","Age15-19","Male",0
"25025030200","total","Age20-24","Female",496
"25025030200","total","Age20-24","Male",749
"25025030200","total","Age25-29","Female",1279
"25025030200","total","Age25-29","Male",1660
"25025030200","total","Age30-34","Female",453
"25025030200","total","Age30-34","Male",904
"25025030200","total","Age35-44","Female",538
"25025030200","total","Age35-44","Male",448
"25025030200","total","Age45-54","Female",174
"25025030200","total","Age45-54","Male",178
"25025030200","total","Age5-9","Female",177
"25025030200","total","Age5-9","Male",0
"25025030200","total","Age55-64","Female",139
"25025030200","total","Age55-64","Male",144
"25025030200","total","Age65-74","Female",178
"25025030200","total","Age65-74","Male",119
"25025030200","total","Age75-84","Female",248
"25025030200","total","Age75-84","Male",154
"25025030200","total","Age85+","Female",181
"25025030200","total","Age85+","Male",0
"25025030300","total","Age0-4","Female",235
"25025030300","total","Age0-4","Male",322
"25025030300","total","Age10-14","Female",303
"25025030300","total","Age10-14","Male",339
"25025030300","total","Age15-19","Female",932
"25025030300","total","Age15-19","Male",586
"25025030300","total","Age20-24","Female",749
"25025030300","total","Age20-24","Male",955
"25025030300","total","Age25-29","Female",1693
"25025030300","total","Age25-29","Male",2383
"25025030300","total","Age30-34","Female",1906
"25025030300","total","Age30-34","Male",1739
"25025030300","total","Age35-44","Female",1084
"25025030300","total","Age35-44","Male",1735
"25025030300","total","Age45-54","Female",1179
"25025030300","total","Age45-54","Male",1959
"25025030300","total","Age5-9","Female",367
"25025030300","total","Age5-9","Male",115
"25025030300","total","Age55-64","Female",1436
"25025030300","total","Age55-64","Male",2496
"25025030300","total","Age65-74","Female",1448
"25025030300","total","Age65-74","Male",1616
"25025030300","total","Age75-84","Female",646
"25025030300","total","Age75-84","Male",898
"25025030300","total","Age85+","Female",344
"25025030300","total","Age85+","Male",269
"25025030400","total","Age0-4","Female",63
"25025030400","total","Age0-4","Male",39
"25025030400","total","Age10-14","Female",94
"25025030400","total","Age10-14","Male",71
"25025030400","total","Age15-19","Female",0
"25025030400","total","Age15-19","Male",0
"25025030400","total","Age20-24","Female",971
"25025030400","total","Age20-24","Male",686
"25025030400","total","Age25-29","Female",2017
"25025030400","total","Age25-29","Male",2402
"25025030400","total","Age30-34","Female",931
"25025030400","total","Age30-34","Male",1022
"25025030400","total","Age35-44","Female",634
"25025030400","total","Age35-44","Male",788
"25025030400","total","Age45-54","Female",381
"25025030400","total","Age45-54","Male",470
"25025030400","total","Age5-9","Female",190
"25025030400","total","Age5-9","Male",0
"25025030400","total","Age55-64","Female",442
"25025030400","total","Age55-64","Male",612
"25025030400","total","Age65-74","Female",362
"25025030400","total","Age65-74","Male",225
"25025030400","total","Age75-84","Female",257
"25025030400","total","Age75-84","Male",386
"25025030400","total","Age85+","Female",142
"25025030400","total","Age85+","Male",67
"25025030500","total","Age0-4","Female",211
"25025030500","total","Age0-4","Male",227
"25025030500","total","Age10-14","Female",60
"25025030500","total","Age10-14","Male",85
"25025030500","total","Age15-19","Female",38
"25025030500","total","Age15-19","Male",106
"25025030500","total","Age20-24","Female",960
"25025030500","total","Age20-24","Male",534
"25025030500","total","Age25-29","Female",1684
"25025030500","total","Age25-29","Male",1215
"25025030500","total","Age30-34","Female",1447
"25025030500","total","Age30-34","Male",802
"25025030500","total","Age35-44","Female",505
"25025030500","total","Age35-44","Male",815
"25025030500","total","Age45-54","Female",724
"25025030500","total","Age45-54","Male",524
"25025030500","total","Age5-9","Female",44
"25025030500","total","Age5-9","Male",135
"25025030500","total","Age55-64","Female",550
"25025030500","total","Age55-64","Male",395
"25025030500","total","Age65-74","Female",729
"25025030500","total","Age65-74","Male",420
"25025030500","total","Age75-84","Female",148
"25025030500","total","Age75-84","Male",272
"25025030500","total","Age85+","Female",162
"25025030500","total","Age85+","Male",35
"25025040100","total","Age0-4","Female",378
"25025040100","total","Age0-4","Male",552
"25025040100","total","Age10-14","Female",200
"25025040100","total","Age10-14","Male",54
"25025040100","total","Age15-19","Female",161
"25025040100","total","Age15-19","Male",130
"25025040100","total","Age20-24","Female",92
"25025040100","total","Age20-24","Male",55
"25025040100","total","Age25-29","Female",812
"25025040100","total","Age25-29","Male",587
"25025040100","total","Age30-34","Female",1535
"25025040100","total","Age30-34","Male",678
"25025040100","total","Age35-44","Female",842
"25025040100","total","Age35-44","Male",867
"25025040100","total","Age45-54","Female",782
"25025040100","total","Age45-54","Male",621
"25025040100","total","Age5-9","Female",92
"25025040100","total","Age5-9","Male",313
"25025040100","total","Age55-64","Female",976
"25025040100","total","Age55-64","Male",622
"25025040100","total","Age65-74","Female",388
"25025040100","total","Age65-74","Male",514
"25025040100","total","Age75-84","Female",669
"25025040100","total","Age75-84","Male",156
"25025040100","total","Age85+","Female",76
"25025040100","total","Age85+","Male",119
"25025040200","total","Age0-4","Female",672
"25025040200","total","Age0-4","Male",445
"25025040200","total","Age10-14","Female",266
"25025040200","total","Age10-14","Male",642
"25025040200","total","Age15-19","Female",223
"25025040200","total","Age15-19","Male",319
"25025040200","total","Age20-24","Female",71
"25025040200","total","Age20-24","Male",232
"25025040200","total","Age25-29","Female",428
"25025040200","total","Age25-29","Male",392
"25025040200","total","Age30-34","Female",472
"25025040200","total","Age30-34","Male",500
"25025040200","total","Age35-44","Female",846
"25025040200","total","Age35-44","Male",774
"25025040200","total","Age45-54","Female",642
"25025040200","total","Age45-54","Male",355
"25025040200","total","Age5-9","Female",317
"25025040200","total","Age5-9","Male",444
"25025040200","total","Age55-64","Female",483
"25025040200","total","Age55-64","Male",331
"25025040200","total","Age65-74","Female",298
"25025040200","total","Age65-74","Male",238
"25025040200","total","Age75-84","Female",67
"25025040200","total","Age75-84","Male",74
"25025040200","total","Age85+","Female",166
"25025040200","total","Age85+","Male",5
"25025040300","total","Age0-4","Female",1342
"25025040300","total","Age0-4","Male",1136
"25025040300","total","Age10-14","Female",373
"25025040300","total","Age10-14","Male",663
"25025040300","total","Age15-19","Female",82
"25025040300","total","Age15-19","Male",32
"25025040300","total","Age20-24","Female",341
"25025040300","total","Age20-24","Male",163
"25025040300","total","Age25-29","Female",1539
"25025040300","total","Age25-29","Male",1442
"25025040300","total","Age30-34","Female",1897
"25025040300","total","Age30-34","Male",1564
"25025040300","total","Age35-44","Female",2164
"25025040300","total","Age35-44","Male",1876
"25025040300","total","Age45-54","Female",1301
"25025040300","total","Age45-54","Male",1068
"25025040300","total","Age5-9","Female",796
"25025040300","total","Age5-9","Male",499
"25025040300","total","Age55-64","Female",1012
"25025040300","total","Age55-64","Male",776
"25025040300","total","Age65-74","Female",816
"25025040300","total","Age65-74","Male",463
"25025040300","total","Age75-84","Female",266
"25025040300","total","Age75-84","Male",218
"25025040300","total","Age85+","Female",42
"25025040300","total","Age85+","Male",0
"25025040401","total","Age0-4","Female",833
"25025040401","total","Age0-4","Male",557
"25025040401","total","Age10-14","Female",184
"25025040401","total","Age10-14","Male",287
"25025040401","total","Age15-19","Female",51
"25025040401","total","Age15-19","Male",201
"25025040401","total","Age20-24","Female",303
"25025040401","total","Age20-24","Male",305
"25025040401","total","Age25-29","Female",1139
"25025040401","total","Age25-29","Male",459
"25025040401","total","Age30-34","Female",804
"25025040401","total","Age30-34","Male",793
"25025040401","total","Age35-44","Female",868
"25025040401","total","Age35-44","Male",946
"25025040401","total","Age45-54","Female",1504
"25025040401","total","Age45-54","Male",1028
"25025040401","total","Age5-9","Female",661
"25025040401","total","Age5-9","Male",145
"25025040401","total","Age55-64","Female",757
"25025040401","total","Age55-64","Male",513
"25025040401","total","Age65-74","Female",456
"25025040401","total","Age65-74","Male",258
"25025040401","total","Age75-84","Female",223
"25025040401","total","Age75-84","Male",66
"25025040401","total","Age85+","Female",353
"25025040401","total","Age85+","Male",109
"25025040600","total","Age0-4","Female",404
"25025040600","total","Age0-4","Male",411
"25025040600","total","Age10-14","Female",63
"25025040600","total","Age10-14","Male",291
"25025040600","total","Age15-19","Female",192
"25025040600","total","Age15-19","Male",248
"25025040600","total","Age20-24","Female",330
"25025040600","total","Age20-24","Male",653
"25025040600","total","Age25-29","Female",1170
"25025040600","total","Age25-29","Male",1523
"25025040600","total","Age30-34","Female",1494
"25025040600","total","Age30-34","Male",1479
"25025040600","total","Age35-44","Female",851
"25025040600","total","Age35-44","Male",1513
"25025040600","total","Age45-54","Female",1021
"25025040600","total","Age45-54","Male",493
"25025040600","total","Age5-9","Female",159
"25025040600","total","Age5-9","Male",319
"25025040600","total","Age55-64","Female",786
"25025040600","total","Age55-64","Male",810
"25025040600","total","Age65-74","Female",584
"25025040600","total","Age65-74","Male",256
"25025040600","total","Age75-84","Female",179
"25025040600","total","Age75-84","Male",102
"25025040600","total","Age85+","Female",53
"25025040600","total","Age85+","Male",0
"25025040801","total","Age0-4","Female",991
"25025040801","total","Age0-4","Male",564
"25025040801","total","Age10-14","Female",218
"25025040801","total","Age10-14","Male",536
"25025040801","total","Age15-19","Female",346
"25025040801","total","Age15-19","Male",468
"25025040801","total","Age20-24","Female",696
"25025040801","total","Age20-24","Male",519
"25025040801","total","Age25-29","Female",949
"25025040801","total","Age25-29","Male",697
"25025040801","total","Age30-34","Female",1080
"25025040801","total","Age30-34","Male",1512
"25025040801","total","Age35-44","Female",1894
"25025040801","total","Age35-44","Male",1075
"25025040801","total","Age45-54","Female",1515
"25025040801","total","Age45-54","Male",911
"25025040801","total","Age5-9","Female",610
"25025040801","total","Age5-9","Male",411
"25025040801","total","Age55-64","Female",2326
"25025040801","total","Age55-64","Male",1878
"25025040801","total","Age65-74","Female",928
"25025040801","total","Age65-74","Male",773
"25025040801","total","Age75-84","Female",151
"25025040801","total","Age75-84","Male",193
"25025040801","total","Age85+","Female",201
"25025040801","total","Age85+","Male",104
"25025050101","total","Age0-4","Female",1239
"25025050101","total","Age0-4","Male",1427
"25025050101","total","Age10-14","Female",732
"25025050101","total","Age10-14","Male",685
"25025050101","total","Age15-19","Female",404
"25025050101","total","Age15-19","Male",1161
"25025050101","total","Age20-24","Female",791
"25025050101","total","Age20-24","Male",988
"25025050101","total","Age25-29","Female",1745
"25025050101","total","Age25-29","Male",1089
"25025050101","total","Age30-34","Female",1214
"25025050101","total","Age30-34","Male",1537
"25025050101","total","Age35-44","Female",2582
"25025050101","total","Age35-44","Male",2863
"25025050101","total","Age45-54","Female",1302
"25025050101","total","Age45-54","Male",1538
"25025050101","total","Age5-9","Female",614
"25025050101","total","Age5-9","Male",1023
"25025050101","total","Age55-64","Female",1204
"25025050101","total","Age55-64","Male",853
"25025050101","total","Age65-74","Female",872
"25025050101","total","Age65-74","Male",624
"25025050101","total","Age75-84","Female",496
"25025050101","total","Age75-84","Male",327
"25025050101","total","Age85+","Female",36
"25025050101","total","Age85+","Male",170
"25025050200","total","Age0-4","Female",1139
"25025050200","total","Age0-4","Male",698
"25025050200","total","Age10-14","Female",752
"25025050200","total","Age10-14","Male",544
"25025050200","total","Age15-19","Female",1035
"25025050200","total","Age15-19","Male",1008
"25025050200","total","Age20-24","Female",956
"25025050200","total","Age20-24","Male",1506
"25025050200","total","Age25-29","Female",1227
"25025050200","total","Age25-29","Male",1806
"25025050200","total","Age30-34","Female",1536
"25025050200","total","Age30-34","Male",1891
"25025050200","total","Age35-44","Female",2146
"25025050200","total","Age35-44","Male",3644
"25025050200","total","Age45-54","Female",1676
"25025050200","total","Age45-54","Male",1529
"25025050200","total","Age5-9","Female",1305
"25025050200","total","Age5-9","Male",1024
"25025050200","total","Age55-64","Female",932
"25025050200","total","Age55-64","Male",1354
"25025050200","total","Age65-74","Female",508
"25025050200","total","Age65-74","Male",724
"25025050200","total","Age75-84","Female",161
"25025050200","total","Age75-84","Male",228
"25025050200","total","Age85+","Female",435
"25025050200","total","Age85+","Male",83
"25025050300","total","Age0-4","Female",101
"25025050300","total","Age0-4","Male",389
"25025050300","total","Age10-14","Female",357
"25025050300","total","Age10-14","Male",496
"25025050300","total","Age15-19","Female",313
"25025050300","total","Age15-19","Male",139
"25025050300","total","Age20-24","Female",474
"25025050300","total","Age20-24","Male",740
"25025050300","total","Age25-29","Female",543
"25025050300","total","Age25-29","Male",597
"25025050300","total","Age30-34","Female",408
"25025050300","total","Age30-34","Male",396
"25025050300","total","Age35-44","Female",471
"25025050300","total","Age35-44","Male",734
"25025050300","total","Age45-54","Female",643
"25025050300","total","Age45-54","Male",660
"25025050300","total","Age5-9","Female",363
"25025050300","total","Age5-9","Male",381
"25025050300","total","Age55-64","Female",886
"25025050300","total","Age55-64","Male",578
"25025050300","total","Age65-74","Female",568
"25025050300","total","Age65-74","Male",595
"25025050300","total","Age75-84","Female",470
"25025050300","total","Age75-84","Male",151
"25025050300","total","Age85+","Female",224
"25025050300","total","Age85+","Male",189
"25025050400","total","Age0-4","Female",330
"25025050400","total","Age0-4","Male",316
"25025050400","total","Age10-14","Female",184
"25025050400","total","Age10-14","Male",215
"25025050400","total","Age15-19","Female",215
"25025050400","total","Age15-19","Male",146
"25025050400","total","Age20-24","Female",337
"25025050400","total","Age20-24","Male",489
"25025050400","total","Age25-29","Female",735
"25025050400","total","Age25-29","Male",596
"25025050400","total","Age30-34","Female",658
"25025050400","total","Age30-34","Male",1238
"25025050400","total","Age35-44","Female",833
"25025050400","total","Age35-44","Male",1311
"25025050400","total","Age45-54","Female",676
"25025050400","total","Age45-54","Male",1290
"25025050400","total","Age5-9","Female",232
"25025050400","total","Age5-9","Male",152
"25025050400","total","Age55-64","Female",472
"25025050400","total","Age55-64","Male",658
"25025050400","total","Age65-74","Female",285
"25025050400","total","Age65-74","Male",380
"25025050400","total","Age75-84","Female",174
"25025050400","total","Age75-84","Male",62
"25025050400","total","Age85+","Female",229
"25025050400","total","Age85+","Male",96
"25025050500","total","Age0-4","Female",670
"25025050500","total","Age0-4","Male",496
"25025050500","total","Age10-14","Female",450
"25025050500","total","Age10-14","Male",236
"25025050500","total","Age15-19","Female",275
"25025050500","total","Age15-19","Male",259
"25025050500","total","Age20-24","Female",561
"25025050500","total","Age20-24","Male",595
"25025050500","total","Age25-29","Female",789
"25025050500","total","Age25-29","Male",812
"25025050500","total","Age30-34","Female",726
"25025050500","total","Age30-34","Male",1017
"25025050500","total","Age35-44","Female",724
"25025050500","total","Age35-44","Male",1153
"25025050500","total","Age45-54","Female",594
"25025050500","total","Age45-54","Male",728
"25025050500","total","Age5-9","Female",288
"25025050500","total","Age5-9","Male",272
"25025050500","total","Age55-64","Female",282
"25025050500","total","Age55-64","Male",218
"25025050500","total","Age65-74","Female",98
"25025050500","total","Age65-74","Male",178
"25025050500","total","Age75-84","Female",300
"25025050500","total","Age75-84","Male",163
"25025050500","total","Age85+","Female",33
"25025050500","total","Age85+","Male",0
"25025050600","total","Age0-4","Female",282
"25025050600","total","Age0-4","Male",325
"25025050600","total","Age10-14","Female",255
"25025050600","total","Age10-14","Male",298
"25025050600","total","Age15-19","Female",359
"25025050600","total","Age15-19","Male",259
"25025050600","total","Age20-24","Female",593
"25025050600","total","Age20-24","Male",637
"25025050600","total","Age25-29","Female",760
"25025050600","total","Age25-29","Male",788
"25025050600","total","Age30-34","Female",617
"25025050600","total","Age30-34","Male",1104
"25025050600","total","Age35-44","Female",1063
"25025050600","total","Age35-44","Male",1565
"25025050600","total","Age45-54","Female",610
"25025050600","total","Age45-54","Male",1288
"25025050600","total","Age5-9","Female",328
"25025050600","total","Age5-9","Male",131
"25025050600","total","Age55-64","Female",229
"25025050600","total","Age55-64","Male",391
"25025050600","total","Age65-74","Female",111
"25025050600","total","Age65-74","Male",47
"25025050600","total","Age75-84","Female",109
"25025050600","total","Age75-84","Male",42
"25025050600","total","Age85+","Female",12
"25025050600","total","Age85+","Male",0
"25025050700","total","Age0-4","Female",517
"25025050700","total","Age0-4","Male",1378
"25025050700","total","Age10-14","Female",852
"25025050700","total","Age10-14","Male",1121
"25025050700","total","Age15-19","Female",836
"25025050700","total","Age15-19","Male",463
"25025050700","total","Age20-24","Female",550
"25025050700","total","Age20-24","Male",1415
"25025050700","total","Age25-29","Female",789
"25025050700","total","Age25-29","Male",1989
"25025050700","total","Age30-34","Female",1461
"25025050700","total","Age30-34","Male",2339
"25025050700","total","Age35-44","Female",1855
"25025050700","total","Age35-44","Male",2725
"25025050700","total","Age45-54","Female",1742
"25025050700","total","Age45-54","Male",1988
"25025050700","total","Age5-9","Female",1040
"25025050700","total","Age5-9","Male",795
"25025050700","total","Age55-64","Female",821
"25025050700","total","Age55-64","Male",1421
"25025050700","total","Age65-74","Female",518
"25025050700","total","Age65-74","Male",524
"25025050700","total","Age75-84","Female",240
"25025050700","total","Age75-84","Male",64
"25025050700","total","Age85+","Female",105
"25025050700","total","Age85+","Male",48
"25025050901","total","Age0-4","Female",659
"25025050901","total","Age0-4","Male",679
"25025050901","total","Age10-14","Female",468
"25025050901","total","Age10-14","Male",786
"25025050901","total","Age15-19","Female",519
