"GEOID","race","agecat","sex","acs.pop"
"25017342300","total","Age5-9","Male",2046
"25017342300","total","Age55-64","Female",2057
"25017342300","total","Age55-64","Male",2020
"25017342300","total","Age65-74","Female",1044
"25017342300","total","Age65-74","Male",957
"25017342300","total","Age75-84","Female",617
"25017342300","total","Age75-84","Male",401
"25017342300","total","Age85+","Female",191
"25017342300","total","Age85+","Male",76
"25017342400","total","Age0-4","Female",1520
"25017342400","total","Age0-4","Male",1628
"25017342400","total","Age10-14","Female",881
"25017342400","total","Age10-14","Male",1062
"25017342400","total","Age15-19","Female",817
"25017342400","total","Age15-19","Male",1041
"25017342400","total","Age20-24","Female",1478
"25017342400","total","Age20-24","Male",1499
"25017342400","total","Age25-29","Female",1160
"25017342400","total","Age25-29","Male",2158
"25017342400","total","Age30-34","Female",1831
"25017342400","total","Age30-34","Male",1900
"25017342400","total","Age35-44","Female",2371
"25017342400","total","Age35-44","Male",2440
"25017342400","total","Age45-54","Female",2679
"25017342400","total","Age45-54","Male",2359
"25017342400","total","Age5-9","Female",502
"25017342400","total","Age5-9","Male",1403
"25017342400","total","Age55-64","Female",1441
"25017342400","total","Age55-64","Male",1626
"25017342400","total","Age65-74","Female",1239
"25017342400","total","Age65-74","Male",389
"25017342400","total","Age75-84","Female",515
"25017342400","total","Age75-84","Male",438
"25017342400","total","Age85+","Female",403
"25017342400","total","Age85+","Male",251
"25017342500","total","Age0-4","Female",944
"25017342500","total","Age0-4","Male",1645
"25017342500","total","Age10-14","Female",989
"25017342500","total","Age10-14","Male",959
"25017342500","total","Age15-19","Female",1138
"25017342500","total","Age15-19","Male",1405
"25017342500","total","Age20-24","Female",1964
"25017342500","total","Age20-24","Male",1481
"25017342500","total","Age25-29","Female",1735
"25017342500","total","Age25-29","Male",1344
"25017342500","total","Age30-34","Female",1023
"25017342500","total","Age30-34","Male",1723
"25017342500","total","Age35-44","Female",2918
"25017342500","total","Age35-44","Male",2964
"25017342500","total","Age45-54","Female",3479
"25017342500","total","Age45-54","Male",2773
"25017342500","total","Age5-9","Female",1476
"25017342500","total","Age5-9","Male",1314
"25017342500","total","Age55-64","Female",2416
"25017342500","total","Age55-64","Male",1736
"25017342500","total","Age65-74","Female",1345
"25017342500","total","Age65-74","Male",1552
"25017342500","total","Age75-84","Female",696
"25017342500","total","Age75-84","Male",569
"25017342500","total","Age85+","Female",278
"25017342500","total","Age85+","Male",120
"25017342600","total","Age0-4","Female",1202
"25017342600","total","Age0-4","Male",731
"25017342600","total","Age10-14","Female",827
"25017342600","total","Age10-14","Male",714
"25017342600","total","Age15-19","Female",860
"25017342600","total","Age15-19","Male",645
"25017342600","total","Age20-24","Female",526
"25017342600","total","Age20-24","Male",1110
"25017342600","total","Age25-29","Female",1732
"25017342600","total","Age25-29","Male",830
"25017342600","total","Age30-34","Female",1681
"25017342600","total","Age30-34","Male",1375
"25017342600","total","Age35-44","Female",1818
"25017342600","total","Age35-44","Male",2051
"25017342600","total","Age45-54","Female",1782
"25017342600","total","Age45-54","Male",1395
"25017342600","total","Age5-9","Female",768
"25017342600","total","Age5-9","Male",598
"25017342600","total","Age55-64","Female",1334
"25017342600","total","Age55-64","Male",787
"25017342600","total","Age65-74","Female",605
"25017342600","total","Age65-74","Male",645
"25017342600","total","Age75-84","Female",392
"25017342600","total","Age75-84","Male",255
"25017342600","total","Age85+","Female",295
"25017342600","total","Age85+","Male",60
"25017350103","total","Age0-4","Female",223
"25017350103","total","Age0-4","Male",69
"25017350103","total","Age10-14","Female",131
"25017350103","total","Age10-14","Male",63
"25017350103","total","Age15-19","Female",32
"25017350103","total","Age15-19","Male",64
"25017350103","total","Age20-24","Female",341
"25017350103","total","Age20-24","Male",671
"25017350103","total","Age25-29","Female",368
"25017350103","total","Age25-29","Male",415
"25017350103","total","Age30-34","Female",595
"25017350103","total","Age30-34","Male",747
"25017350103","total","Age35-44","Female",584
"25017350103","total","Age35-44","Male",632
"25017350103","total","Age45-54","Female",474
"25017350103","total","Age45-54","Male",759
"25017350103","total","Age5-9","Female",109
"25017350103","total","Age5-9","Male",50
"25017350103","total","Age55-64","Female",529
"25017350103","total","Age55-64","Male",410
"25017350103","total","Age65-74","Female",148
"25017350103","total","Age65-74","Male",173
"25017350103","total","Age75-84","Female",285
"25017350103","total","Age75-84","Male",120
"25017350103","total","Age85+","Female",149
"25017350103","total","Age85+","Male",17
"25017350104","total","Age0-4","Female",984
"25017350104","total","Age0-4","Male",799
"25017350104","total","Age10-14","Female",924
"25017350104","total","Age10-14","Male",1015
"25017350104","total","Age15-19","Female",1160
"25017350104","total","Age15-19","Male",980
"25017350104","total","Age20-24","Female",1277
"25017350104","total","Age20-24","Male",1934
"25017350104","total","Age25-29","Female",2782
"25017350104","total","Age25-29","Male",2031
"25017350104","total","Age30-34","Female",1927
"25017350104","total","Age30-34","Male",1555
"25017350104","total","Age35-44","Female",2946
"25017350104","total","Age35-44","Male",3432
"25017350104","total","Age45-54","Female",2425
"25017350104","total","Age45-54","Male",2164
"25017350104","total","Age5-9","Female",1225
"25017350104","total","Age5-9","Male",1465
"25017350104","total","Age55-64","Female",1967
"25017350104","total","Age55-64","Male",1695
"25017350104","total","Age65-74","Female",1096
"25017350104","total","Age65-74","Male",1007
"25017350104","total","Age75-84","Female",372
"25017350104","total","Age75-84","Male",359
"25017350104","total","Age85+","Female",316
"25017350104","total","Age85+","Male",104
"25017350200","total","Age0-4","Female",734
"25017350200","total","Age0-4","Male",388
"25017350200","total","Age10-14","Female",490
"25017350200","total","Age10-14","Male",839
"25017350200","total","Age15-19","Female",1068
"25017350200","total","Age15-19","Male",866
"25017350200","total","Age20-24","Female",977
"25017350200","total","Age20-24","Male",1338
"25017350200","total","Age25-29","Female",3136
"25017350200","total","Age25-29","Male",3079
"25017350200","total","Age30-34","Female",1580
"25017350200","total","Age30-34","Male",1473
"25017350200","total","Age35-44","Female",2388
"25017350200","total","Age35-44","Male",2848
"25017350200","total","Age45-54","Female",2323
"25017350200","total","Age45-54","Male",2092
"25017350200","total","Age5-9","Female",785
"25017350200","total","Age5-9","Male",407
"25017350200","total","Age55-64","Female",1328
"25017350200","total","Age55-64","Male",1708
"25017350200","total","Age65-74","Female",931
"25017350200","total","Age65-74","Male",935
"25017350200","total","Age75-84","Female",637
"25017350200","total","Age75-84","Male",399
"25017350200","total","Age85+","Female",267
"25017350200","total","Age85+","Male",208
"25017350300","total","Age0-4","Female",387
"25017350300","total","Age0-4","Male",751
"25017350300","total","Age10-14","Female",58
"25017350300","total","Age10-14","Male",245
"25017350300","total","Age15-19","Female",72
"25017350300","total","Age15-19","Male",99
"25017350300","total","Age20-24","Female",629
"25017350300","total","Age20-24","Male",476
"25017350300","total","Age25-29","Female",1356
"25017350300","total","Age25-29","Male",1307
"25017350300","total","Age30-34","Female",1007
"25017350300","total","Age30-34","Male",1113
"25017350300","total","Age35-44","Female",969
"25017350300","total","Age35-44","Male",1286
"25017350300","total","Age45-54","Female",599
"25017350300","total","Age45-54","Male",685
"25017350300","total","Age5-9","Female",122
"25017350300","total","Age5-9","Male",161
"25017350300","total","Age55-64","Female",565
"25017350300","total","Age55-64","Male",765
"25017350300","total","Age65-74","Female",253
"25017350300","total","Age65-74","Male",285
"25017350300","total","Age75-84","Female",176
"25017350300","total","Age75-84","Male",128
"25017350300","total","Age85+","Female",0
"25017350300","total","Age85+","Male",66
"25017350400","total","Age0-4","Female",472
"25017350400","total","Age0-4","Male",753
"25017350400","total","Age10-14","Female",331
"25017350400","total","Age10-14","Male",550
"25017350400","total","Age15-19","Female",332
"25017350400","total","Age15-19","Male",287
"25017350400","total","Age20-24","Female",1943
"25017350400","total","Age20-24","Male",1368
"25017350400","total","Age25-29","Female",3557
"25017350400","total","Age25-29","Male",2921
"25017350400","total","Age30-34","Female",2529
"25017350400","total","Age30-34","Male",2938
"25017350400","total","Age35-44","Female",1403
"25017350400","total","Age35-44","Male",1971
"25017350400","total","Age45-54","Female",988
"25017350400","total","Age45-54","Male",1436
"25017350400","total","Age5-9","Female",345
"25017350400","total","Age5-9","Male",364
"25017350400","total","Age55-64","Female",640
"25017350400","total","Age55-64","Male",942
"25017350400","total","Age65-74","Female",811
"25017350400","total","Age65-74","Male",623
"25017350400","total","Age75-84","Female",472
"25017350400","total","Age75-84","Male",246
"25017350400","total","Age85+","Female",415
"25017350400","total","Age85+","Male",105
"25017350500","total","Age0-4","Female",47
"25017350500","total","Age0-4","Male",85
"25017350500","total","Age10-14","Female",183
"25017350500","total","Age10-14","Male",91
"25017350500","total","Age15-19","Female",78
"25017350500","total","Age15-19","Male",80
"25017350500","total","Age20-24","Female",375
"25017350500","total","Age20-24","Male",301
"25017350500","total","Age25-29","Female",1085
"25017350500","total","Age25-29","Male",863
"25017350500","total","Age30-34","Female",662
"25017350500","total","Age30-34","Male",481
"25017350500","total","Age35-44","Female",380
"25017350500","total","Age35-44","Male",490
"25017350500","total","Age45-54","Female",421
"25017350500","total","Age45-54","Male",387
"25017350500","total","Age5-9","Female",32
"25017350500","total","Age5-9","Male",100
"25017350500","total","Age55-64","Female",413
"25017350500","total","Age55-64","Male",379
"25017350500","total","Age65-74","Female",194
"25017350500","total","Age65-74","Male",160
"25017350500","total","Age75-84","Female",94
"25017350500","total","Age75-84","Male",82
"25017350500","total","Age85+","Female",186
"25017350500","total","Age85+","Male",50
"25017350600","total","Age0-4","Female",380
"25017350600","total","Age0-4","Male",110
"25017350600","total","Age10-14","Female",73
"25017350600","total","Age10-14","Male",123
"25017350600","total","Age15-19","Female",3798
"25017350600","total","Age15-19","Male",3298
"25017350600","total","Age20-24","Female",2958
"25017350600","total","Age20-24","Male",3242
"25017350600","total","Age25-29","Female",963
"25017350600","total","Age25-29","Male",1538
"25017350600","total","Age30-34","Female",815
"25017350600","total","Age30-34","Male",884
"25017350600","total","Age35-44","Female",800
"25017350600","total","Age35-44","Male",1224
"25017350600","total","Age45-54","Female",404
"25017350600","total","Age45-54","Male",458
"25017350600","total","Age5-9","Female",69
"25017350600","total","Age5-9","Male",104
"25017350600","total","Age55-64","Female",395
"25017350600","total","Age55-64","Male",252
"25017350600","total","Age65-74","Female",342
"25017350600","total","Age65-74","Male",320
"25017350600","total","Age75-84","Female",304
"25017350600","total","Age75-84","Male",150
"25017350600","total","Age85+","Female",117
"25017350600","total","Age85+","Male",16
"25017350700","total","Age0-4","Female",463
"25017350700","total","Age0-4","Male",877
"25017350700","total","Age10-14","Female",374
"25017350700","total","Age10-14","Male",538
"25017350700","total","Age15-19","Female",202
"25017350700","total","Age15-19","Male",222
"25017350700","total","Age20-24","Female",1227
"25017350700","total","Age20-24","Male",2882
"25017350700","total","Age25-29","Female",2961
"25017350700","total","Age25-29","Male",3257
"25017350700","total","Age30-34","Female",1779
"25017350700","total","Age30-34","Male",1694
"25017350700","total","Age35-44","Female",1033
"25017350700","total","Age35-44","Male",1457
